mbgd_gene_id	protein_id
ash:AL1_RS05965	ncbip:WP_015546653.1
ash:AL1_RS06020	ncbip:WP_044054745.1
ash:AL1_RS06025	ncbip:WP_015546664.1
ash:AL1_RS06030	ncbip:WP_015546665.1
ash:AL1_RS06035	ncbip:WP_044054746.1
ash:AL1_RS06045	ncbip:WP_015546668.1
ash:AL1_RS06050	ncbip:WP_015546669.1
ash:AL1_RS06055	ncbip:WP_022061731.1
ash:AL1_RS06080	ncbip:WP_015546675.1
ash:AL1_RS06085	ncbip:WP_015546676.1
ash:AL1_RS06090	ncbip:WP_015546677.1
ash:AL1_RS06095	ncbip:WP_015546678.1
ash:AL1_RS06100	ncbip:WP_015546679.1
ash:AL1_RS06110	ncbip:WP_044054748.1
ash:AL1_RS06120	ncbip:WP_015546682.1
ash:AL1_RS06130	ncbip:WP_015546683.1
ash:AL1_RS06150	ncbip:WP_015546685.1
ash:AL1_RS06170	ncbip:WP_015546689.1
ash:AL1_RS06175	ncbip:WP_015546690.1
ash:AL1_RS06190	ncbip:WP_015546692.1
ash:AL1_RS06195	ncbip:WP_015546693.1
ash:AL1_RS06205	ncbip:WP_015546695.1
ash:AL1_RS06210	ncbip:WP_015546696.1
ash:AL1_RS06215	ncbip:WP_015546697.1
ash:AL1_RS06220	ncbip:WP_015546698.1
ash:AL1_RS06225	ncbip:WP_015546699.1
ash:AL1_RS06255	ncbip:WP_015546703.1
ash:AL1_RS06260	ncbip:WP_015546704.1
ash:AL1_RS06265	ncbip:WP_044054167.1
ash:AL1_RS06275	ncbip:WP_044054171.1
ash:AL1_RS06280	ncbip:WP_015546707.1
ash:AL1_RS06285	ncbip:WP_015546708.1
ash:AL1_RS06290	ncbip:WP_015546709.1
ash:AL1_RS06305	ncbip:WP_015546710.1
ash:AL1_RS06315	ncbip:WP_015546712.1
ash:AL1_RS06320	ncbip:WP_015546713.1
ash:AL1_RS06325	ncbip:WP_015546714.1
ash:AL1_RS06340	ncbip:WP_015546715.1
ash:AL1_RS06350	ncbip:WP_015546717.1
ash:AL1_RS06355	ncbip:WP_015546718.1
ash:AL1_RS06365	ncbip:WP_015546719.1
ash:AL1_RS06370	ncbip:WP_044054182.1
ash:AL1_RS06375	ncbip:WP_015546721.1
ash:AL1_RS06380	ncbip:WP_044054751.1
ash:AL1_RS06385	ncbip:WP_015546723.1
ash:AL1_RS06390	ncbip:WP_015546724.1
ash:AL1_RS06395	ncbip:WP_015546725.1
ash:AL1_RS06415	ncbip:WP_014775051.1
ash:AL1_RS06420	ncbip:WP_015546729.1
ash:AL1_RS06425	ncbip:WP_009599147.1
ash:AL1_RS06430	ncbip:WP_015546730.1
ash:AL1_RS06435	ncbip:WP_015546731.1
ash:AL1_RS06440	ncbip:WP_014775056.1
ash:AL1_RS06450	ncbip:WP_015546733.1
ash:AL1_RS06455	ncbip:WP_015546734.1
ash:AL1_RS06460	ncbip:WP_009599127.1
ash:AL1_RS06465	ncbip:WP_015546735.1
ash:AL1_RS06470	ncbip:WP_009599108.1
ash:AL1_RS06475	ncbip:WP_009599100.1
ash:AL1_RS06480	ncbip:WP_015546737.1
ash:AL1_RS06485	ncbip:WP_015546738.1
ash:AL1_RS06490	ncbip:WP_015546739.1
ash:AL1_RS06505	ncbip:WP_015546742.1
ash:AL1_RS06530	ncbip:WP_015546747.1
ash:AL1_RS06535	ncbip:WP_015546748.1
ash:AL1_RS06540	ncbip:WP_015546749.1
ash:AL1_RS06545	ncbip:WP_015546750.1
ash:AL1_RS06550	ncbip:WP_015546751.1
ash:AL1_RS06555	ncbip:WP_015546752.1
ash:AL1_RS06575	ncbip:WP_015546755.1
ash:AL1_RS06580	ncbip:WP_015546756.1
ash:AL1_RS06585	ncbip:WP_015546757.1
ash:AL1_RS06590	ncbip:WP_015546758.1
ash:AL1_RS06595	ncbip:WP_015546759.1
ash:AL1_RS06600	ncbip:WP_015546760.1
ash:AL1_RS06605	ncbip:WP_015546761.1
ash:AL1_RS06610	ncbip:WP_044054187.1
ash:AL1_RS06625	ncbip:WP_015546763.1
ash:AL1_RS06630	ncbip:WP_015546764.1
ash:AL1_RS06645	ncbip:WP_015546767.1
ash:AL1_RS06650	ncbip:WP_015546768.1
ash:AL1_RS06655	ncbip:WP_015546769.1
ash:AL1_RS06675	ncbip:WP_015546772.1
ash:AL1_RS06690	ncbip:WP_044054194.1
ash:AL1_RS06700	ncbip:WP_015546777.1
ash:AL1_RS06725	ncbip:WP_009598828.1
ash:AL1_RS06735	ncbip:WP_044054754.1
ash:AL1_RS06740	ncbip:WP_015546782.1
ash:AL1_RS06755	ncbip:WP_044054755.1
ash:AL1_RS06795	ncbip:WP_015546791.1
ash:AL1_RS06800	ncbip:WP_015546792.1
ash:AL1_RS06810	ncbip:WP_015546793.1
ash:AL1_RS06820	ncbip:WP_015546795.1
ash:AL1_RS06845	ncbip:WP_015546798.1
ash:AL1_RS06850	ncbip:WP_044054211.1
ash:AL1_RS06855	ncbip:WP_015546800.1
ash:AL1_RS06865	ncbip:WP_044054214.1
ash:AL1_RS06870	ncbip:WP_015546803.1
ash:AL1_RS06890	ncbip:WP_015546807.1
ash:AL1_RS06900	ncbip:WP_015546809.1
ash:AL1_RS06915	ncbip:WP_015546811.1
ash:AL1_RS06920	ncbip:WP_015546812.1
ash:AL1_RS06925	ncbip:WP_015546813.1
ash:AL1_RS06935	ncbip:WP_015546815.1
ash:AL1_RS06940	ncbip:WP_015546816.1
ash:AL1_RS06955	ncbip:WP_044054756.1
ash:AL1_RS06965	ncbip:WP_015546819.1
ash:AL1_RS06970	ncbip:WP_022061437.1
ash:AL1_RS06975	ncbip:WP_015546821.1
ash:AL1_RS06980	ncbip:WP_015546822.1
ash:AL1_RS06990	ncbip:WP_015546823.1
ash:AL1_RS06995	ncbip:WP_015546824.1
ash:AL1_RS07000	ncbip:WP_015546825.1
ash:AL1_RS07010	ncbip:WP_015546826.1
ash:AL1_RS07015	ncbip:WP_015546827.1
ash:AL1_RS07020	ncbip:WP_015546828.1
ash:AL1_RS07030	ncbip:WP_015546830.1
ash:AL1_RS07040	ncbip:WP_015546832.1
ash:AL1_RS07050	ncbip:WP_015546833.1
ash:AL1_RS07100	ncbip:WP_015546836.1
ash:AL1_RS07135	ncbip:WP_044054757.1
ash:AL1_RS07140	ncbip:WP_015546843.1
ash:AL1_RS07145	ncbip:WP_015546844.1
ash:AL1_RS07165	ncbip:WP_044054236.1
ash:AL1_RS07180	ncbip:WP_015546846.1
ash:AL1_RS07190	ncbip:WP_015546847.1
ash:AL1_RS07200	ncbip:WP_015546849.1
ash:AL1_RS07225	ncbip:WP_015546853.1
ash:AL1_RS07235	ncbip:WP_015546854.1
ash:AL1_RS07245	ncbip:WP_015546855.1
ash:AL1_RS07250	ncbip:WP_015546856.1
ash:AL1_RS07255	ncbip:WP_015546857.1
ash:AL1_RS07260	ncbip:WP_015546858.1
ash:AL1_RS07275	ncbip:WP_015546861.1
ash:AL1_RS07280	ncbip:WP_015546862.1
ash:AL1_RS07285	ncbip:WP_015546863.1
ash:AL1_RS07295	ncbip:WP_015546865.1
ash:AL1_RS07310	ncbip:WP_044054759.1
ash:AL1_RS07320	ncbip:WP_015546870.1
ash:AL1_RS07335	ncbip:WP_015546872.1
ash:AL1_RS07340	ncbip:WP_015546873.1
ash:AL1_RS07345	ncbip:WP_015546874.1
ash:AL1_RS07355	ncbip:WP_015546876.1
ash:AL1_RS07360	ncbip:WP_015546877.1
ash:AL1_RS07365	ncbip:WP_044054760.1
ash:AL1_RS07370	ncbip:WP_015546879.1
ash:AL1_RS07375	ncbip:WP_015546880.1
ash:AL1_RS07405	ncbip:WP_015546884.1
ash:AL1_RS07410	ncbip:WP_015546885.1
ash:AL1_RS07415	ncbip:WP_015546886.1
ash:AL1_RS07425	ncbip:WP_015546888.1
ash:AL1_RS07435	ncbip:WP_015546890.1
ash:AL1_RS07440	ncbip:WP_015546891.1
ash:AL1_RS07450	ncbip:WP_044054250.1
ash:AL1_RS07455	ncbip:WP_015546893.1
ash:AL1_RS07465	ncbip:WP_015546895.1
ash:AL1_RS07480	ncbip:WP_015546898.1
ash:AL1_RS07490	ncbip:WP_015546899.1
ash:AL1_RS07495	ncbip:WP_015546900.1
ash:AL1_RS07500	ncbip:WP_015546901.1
ash:AL1_RS07515	ncbip:WP_015546903.1
ash:AL1_RS07520	ncbip:WP_015546904.1
ash:AL1_RS07530	ncbip:WP_015546905.1
ash:AL1_RS07535	ncbip:WP_015546906.1
ash:AL1_RS07550	ncbip:WP_015546909.1
ash:AL1_RS07555	ncbip:WP_015546910.1
ash:AL1_RS07560	ncbip:WP_015546911.1
ash:AL1_RS07575	ncbip:WP_015546914.1
ash:AL1_RS07580	ncbip:WP_015546915.1
ash:AL1_RS07585	ncbip:WP_015546916.1
ash:AL1_RS07590	ncbip:WP_015546917.1
ash:AL1_RS07595	ncbip:WP_015546918.1
ash:AL1_RS07600	ncbip:WP_015546919.1
ash:AL1_RS07610	ncbip:WP_022061609.1
ash:AL1_RS07620	ncbip:WP_015546924.1
ash:AL1_RS07625	ncbip:WP_022061608.1
ash:AL1_RS07630	ncbip:WP_022061607.1
ash:AL1_RS07640	ncbip:WP_015546928.1
ash:AL1_RS07645	ncbip:WP_015546929.1
ash:AL1_RS07660	ncbip:WP_015546931.1
ash:AL1_RS07670	ncbip:WP_044054260.1
ash:AL1_RS07675	ncbip:WP_015546933.1
ash:AL1_RS07685	ncbip:WP_015546935.1
ash:AL1_RS07695	ncbip:WP_015546937.1
ash:AL1_RS07700	ncbip:WP_015546938.1
ash:AL1_RS07705	ncbip:WP_015546939.1
ash:AL1_RS07710	ncbip:WP_015546940.1
ash:AL1_RS07715	ncbip:WP_015546941.1
ash:AL1_RS07720	ncbip:WP_015546942.1
ash:AL1_RS07735	ncbip:WP_015546945.1
ash:AL1_RS07755	ncbip:WP_015546947.1
ash:AL1_RS07780	ncbip:WP_015546951.1
ash:AL1_RS07790	ncbip:WP_015546952.1
ash:AL1_RS07795	ncbip:WP_015546953.1
ash:AL1_RS07805	ncbip:WP_015546954.1
ash:AL1_RS07810	ncbip:WP_015546955.1
ash:AL1_RS07815	ncbip:WP_015546956.1
ash:AL1_RS07820	ncbip:WP_015546957.1
ash:AL1_RS07830	ncbip:WP_015546958.1
ash:AL1_RS07845	ncbip:WP_015546961.1
ash:AL1_RS07865	ncbip:WP_015546964.1
ash:AL1_RS07870	ncbip:WP_015546965.1
ash:AL1_RS07880	ncbip:WP_015546967.1
ash:AL1_RS07885	ncbip:WP_015546968.1
ash:AL1_RS07890	ncbip:WP_015546969.1
ash:AL1_RS07910	ncbip:WP_015546972.1
ash:AL1_RS07915	ncbip:WP_015546973.1
ash:AL1_RS07920	ncbip:WP_015546974.1
ash:AL1_RS07935	ncbip:WP_015546976.1
ash:AL1_RS07950	ncbip:WP_015546977.1
ash:AL1_RS07955	ncbip:WP_015546978.1
ash:AL1_RS07965	ncbip:WP_015546979.1
ash:AL1_RS07970	ncbip:WP_044054286.1
ash:AL1_RS07980	ncbip:WP_015546982.1
ash:AL1_RS07985	ncbip:WP_015546983.1
ash:AL1_RS07995	ncbip:WP_015546984.1
ash:AL1_RS08000	ncbip:WP_015546985.1
ash:AL1_RS08010	ncbip:WP_015546987.1
ash:AL1_RS08015	ncbip:WP_015546988.1
ash:AL1_RS08020	ncbip:WP_015546989.1
ash:AL1_RS08025	ncbip:WP_015546990.1
ash:AL1_RS08030	ncbip:WP_015546991.1
ash:AL1_RS08035	ncbip:WP_015546992.1
ash:AL1_RS08050	ncbip:WP_015546994.1
ash:AL1_RS08055	ncbip:WP_044054293.1
ash:AL1_RS08060	ncbip:WP_022061684.1
ash:AL1_RS08065	ncbip:WP_015546997.1
ash:AL1_RS08080	ncbip:WP_015547002.1
ash:AL1_RS08085	ncbip:WP_015547003.1
ash:AL1_RS08095	ncbip:WP_015547005.1
ash:AL1_RS08100	ncbip:WP_022062659.1
ash:AL1_RS08105	ncbip:WP_015547007.1
ash:AL1_RS08110	ncbip:WP_015547008.1
ash:AL1_RS08120	ncbip:WP_015547010.1
ash:AL1_RS08125	ncbip:WP_015547011.1
ash:AL1_RS08130	ncbip:WP_015547012.1
ash:AL1_RS08135	ncbip:WP_015547013.1
ash:AL1_RS08180	ncbip:WP_015547020.1
ash:AL1_RS08185	ncbip:WP_044054297.1
ash:AL1_RS08190	ncbip:WP_015547022.1
ash:AL1_RS08195	ncbip:WP_015547023.1
ash:AL1_RS08200	ncbip:WP_015547024.1
ash:AL1_RS08210	ncbip:WP_015547026.1
ash:AL1_RS08215	ncbip:WP_019152099.1
ash:AL1_RS08225	ncbip:WP_022062671.1
ash:AL1_RS08235	ncbip:WP_015547030.1
ash:AL1_RS08240	ncbip:WP_015547031.1
ash:AL1_RS08245	ncbip:WP_015547032.1
ash:AL1_RS08250	ncbip:WP_015547033.1
ash:AL1_RS08255	ncbip:WP_015547034.1
ash:AL1_RS08265	ncbip:WP_015547036.1
ash:AL1_RS08270	ncbip:WP_015547037.1
ash:AL1_RS08275	ncbip:WP_015547038.1
ash:AL1_RS08280	ncbip:WP_044054769.1
ash:AL1_RS08285	ncbip:WP_015547040.1
ash:AL1_RS08300	ncbip:WP_015547041.1
ash:AL1_RS08305	ncbip:WP_015547042.1
ash:AL1_RS08310	ncbip:WP_015547043.1
ash:AL1_RS08315	ncbip:WP_044054302.1
ash:AL1_RS08320	ncbip:WP_015547045.1
ash:AL1_RS08340	ncbip:WP_015547046.1
ash:AL1_RS08345	ncbip:WP_044054305.1
ash:AL1_RS08350	ncbip:WP_004329464.1
ash:AL1_RS08365	ncbip:WP_015547048.1
ash:AL1_RS08370	ncbip:WP_015547049.1
ash:AL1_RS08375	ncbip:WP_015547050.1
ash:AL1_RS08380	ncbip:WP_044054314.1
ash:AL1_RS08385	ncbip:WP_015547052.1
ash:AL1_RS08390	ncbip:WP_015547053.1
ash:AL1_RS08395	ncbip:WP_015547054.1
ash:AL1_RS08400	ncbip:WP_015547055.1
ash:AL1_RS08405	ncbip:WP_015547056.1
ash:AL1_RS08410	ncbip:WP_015547057.1
ash:AL1_RS08415	ncbip:WP_044054316.1
ash:AL1_RS08420	ncbip:WP_044054318.1
ash:AL1_RS08425	ncbip:WP_044054319.1
ash:AL1_RS08435	ncbip:WP_044054323.1
ash:AL1_RS08440	ncbip:WP_015547063.1
ash:AL1_RS08450	ncbip:WP_015547064.1
ash:AL1_RS08460	ncbip:WP_015547065.1
ash:AL1_RS08465	ncbip:WP_015547066.1
ash:AL1_RS08470	ncbip:WP_010262443.1
ash:AL1_RS08475	ncbip:WP_015547067.1
ash:AL1_RS08480	ncbip:WP_015547068.1
ash:AL1_RS08485	ncbip:WP_015547069.1
ash:AL1_RS08490	ncbip:WP_044054329.1
ash:AL1_RS08495	ncbip:WP_015547071.1
ash:AL1_RS08500	ncbip:WP_015547072.1
ash:AL1_RS08505	ncbip:WP_015547073.1
ash:AL1_RS08510	ncbip:WP_015547074.1
ash:AL1_RS08515	ncbip:WP_015547075.1
ash:AL1_RS08520	ncbip:WP_015547076.1
ash:AL1_RS08525	ncbip:WP_015547077.1
ash:AL1_RS08530	ncbip:WP_015547078.1
ash:AL1_RS08540	ncbip:WP_015547080.1
ash:AL1_RS08555	ncbip:WP_015547082.1
ash:AL1_RS08575	ncbip:WP_015547086.1
ash:AL1_RS08590	ncbip:WP_015547088.1
ash:AL1_RS08615	ncbip:WP_044054333.1
ash:AL1_RS08620	ncbip:WP_015547092.1
ash:AL1_RS08625	ncbip:WP_015547093.1
ash:AL1_RS08630	ncbip:WP_044054334.1
ash:AL1_RS08635	ncbip:WP_044054335.1
ash:AL1_RS08645	ncbip:WP_015547098.1
ash:AL1_RS08650	ncbip:WP_015547099.1
fna:OOM_RS00005	ncbip:WP_041257418.1
fna:OOM_RS00010	ncbip:WP_014714133.1
fna:OOM_RS00015	ncbip:WP_030003292.1
fna:OOM_RS00025	ncbip:WP_014714135.1
fna:OOM_RS00030	ncbip:WP_014714136.1
fna:OOM_RS00045	ncbip:WP_014714138.1
fna:OOM_RS00050	ncbip:WP_014714139.1
fna:OOM_RS00055	ncbip:WP_014714140.1
fna:OOM_RS00060	ncbip:WP_014714141.1
fna:OOM_RS00065	ncbip:WP_014714142.1
fna:OOM_RS00070	ncbip:WP_014714144.1
fna:OOM_RS00080	ncbip:WP_014714145.1
fna:OOM_RS00085	ncbip:WP_014714147.1
fna:OOM_RS00090	ncbip:WP_014714148.1
fna:OOM_RS00095	ncbip:WP_014714149.1
fna:OOM_RS00100	ncbip:WP_014714150.1
fna:OOM_RS00105	ncbip:WP_014714151.1
fna:OOM_RS00110	ncbip:WP_014714152.1
fna:OOM_RS00115	ncbip:WP_041257268.1
fna:OOM_RS00125	ncbip:WP_014714155.1
fna:OOM_RS00135	ncbip:WP_041257420.1
fna:OOM_RS00140	ncbip:WP_041257421.1
fna:OOM_RS00150	ncbip:WP_014714158.1
fna:OOM_RS00160	ncbip:WP_041257423.1
fna:OOM_RS00170	ncbip:WP_041257269.1
fna:OOM_RS00200	ncbip:WP_014714161.1
fna:OOM_RS00205	ncbip:WP_014714162.1
fna:OOM_RS00210	ncbip:WP_014714163.1
fna:OOM_RS00215	ncbip:WP_014714164.1
fna:OOM_RS00220	ncbip:WP_014714165.1
fna:OOM_RS00225	ncbip:WP_014714166.1
fna:OOM_RS00230	ncbip:WP_014714167.1
fna:OOM_RS00235	ncbip:WP_014714168.1
fna:OOM_RS00240	ncbip:WP_030003303.1
fna:OOM_RS00245	ncbip:WP_030003304.1
fna:OOM_RS00250	ncbip:WP_014714170.1
fna:OOM_RS00255	ncbip:WP_014714171.1
fna:OOM_RS00260	ncbip:WP_014714172.1
fna:OOM_RS00265	ncbip:WP_014714173.1
fna:OOM_RS00270	ncbip:WP_014714174.1
fna:OOM_RS00280	ncbip:WP_014714175.1
fna:OOM_RS00295	ncbip:WP_014714177.1
fna:OOM_RS00300	ncbip:WP_041257425.1
fna:OOM_RS00305	ncbip:WP_014714178.1
fna:OOM_RS00310	ncbip:WP_014714179.1
fna:OOM_RS00315	ncbip:WP_014714180.1
fna:OOM_RS00325	ncbip:WP_014714182.1
fna:OOM_RS00335	ncbip:WP_014714184.1
fna:OOM_RS00340	ncbip:WP_014714185.1
fna:OOM_RS00345	ncbip:WP_041257426.1
fna:OOM_RS00350	ncbip:WP_014714187.1
fna:OOM_RS00355	ncbip:WP_014714188.1
fna:OOM_RS00360	ncbip:WP_014714190.1
fna:OOM_RS00365	ncbip:WP_014714191.1
fna:OOM_RS00370	ncbip:WP_014714192.1
fna:OOM_RS00375	ncbip:WP_014714193.1
fna:OOM_RS00390	ncbip:WP_014714197.1
fna:OOM_RS00395	ncbip:WP_014714198.1
fna:OOM_RS00400	ncbip:WP_014714199.1
fna:OOM_RS00405	ncbip:WP_030003308.1
fna:OOM_RS00410	ncbip:WP_014714201.1
fna:OOM_RS00415	ncbip:WP_041257270.1
fna:OOM_RS00425	ncbip:WP_014714204.1
fna:OOM_RS00430	ncbip:WP_014714205.1
fna:OOM_RS00435	ncbip:WP_014714206.1
fna:OOM_RS00440	ncbip:WP_014714207.1
fna:OOM_RS00445	ncbip:WP_014714208.1
fna:OOM_RS00455	ncbip:WP_041257428.1
fna:OOM_RS00465	ncbip:WP_041257430.1
fna:OOM_RS00470	ncbip:WP_014714213.1
fna:OOM_RS00475	ncbip:WP_041257271.1
fna:OOM_RS00480	ncbip:WP_014714215.1
fna:OOM_RS00485	ncbip:WP_014714216.1
fna:OOM_RS00490	ncbip:WP_014714217.1
fna:OOM_RS00495	ncbip:WP_014714218.1
fna:OOM_RS00500	ncbip:WP_014714219.1
fna:OOM_RS00505	ncbip:WP_014714220.1
fna:OOM_RS00510	ncbip:WP_014714221.1
fna:OOM_RS00515	ncbip:WP_014714222.1
fna:OOM_RS00525	ncbip:WP_014714224.1
fna:OOM_RS00530	ncbip:WP_014714225.1
fna:OOM_RS00535	ncbip:WP_014714226.1
fna:OOM_RS00540	ncbip:WP_014714227.1
fna:OOM_RS00545	ncbip:WP_014714228.1
fna:OOM_RS00550	ncbip:WP_014714229.1
fna:OOM_RS00555	ncbip:WP_014714230.1
fna:OOM_RS00560	ncbip:WP_014714231.1
fna:OOM_RS00570	ncbip:WP_014714235.1
fna:OOM_RS00575	ncbip:WP_014714236.1
fna:OOM_RS00585	ncbip:WP_014714237.1
fna:OOM_RS00590	ncbip:WP_014714238.1
fna:OOM_RS00595	ncbip:WP_014714239.1
fna:OOM_RS00600	ncbip:WP_014714240.1
fna:OOM_RS00610	ncbip:WP_014714241.1
fna:OOM_RS00615	ncbip:WP_014714242.1
fna:OOM_RS00620	ncbip:WP_014714243.1
fna:OOM_RS00635	ncbip:WP_041257272.1
fna:OOM_RS00650	ncbip:WP_030003315.1
fna:OOM_RS00655	ncbip:WP_014714248.1
fna:OOM_RS00660	ncbip:WP_014714249.1
fna:OOM_RS00665	ncbip:WP_014714250.1
fna:OOM_RS00670	ncbip:WP_014714251.1
fna:OOM_RS00675	ncbip:WP_014714252.1
fna:OOM_RS00680	ncbip:WP_014714253.1
fna:OOM_RS00685	ncbip:WP_014714254.1
fna:OOM_RS00690	ncbip:WP_014714255.1
fna:OOM_RS00695	ncbip:WP_014714256.1
fna:OOM_RS00700	ncbip:WP_014714257.1
fna:OOM_RS00705	ncbip:WP_014714258.1
fna:OOM_RS00710	ncbip:WP_014714259.1
fna:OOM_RS00715	ncbip:WP_014714260.1
fna:OOM_RS00720	ncbip:WP_030003317.1
fna:OOM_RS00725	ncbip:WP_014714261.1
fna:OOM_RS00730	ncbip:WP_014714262.1
fna:OOM_RS00735	ncbip:WP_014714263.1
fna:OOM_RS00740	ncbip:WP_014714264.1
fna:OOM_RS00745	ncbip:WP_014714265.1
fna:OOM_RS00750	ncbip:WP_014714266.1
fna:OOM_RS00755	ncbip:WP_014714267.1
fna:OOM_RS00760	ncbip:WP_014714268.1
fna:OOM_RS00765	ncbip:WP_014714269.1
fna:OOM_RS00770	ncbip:WP_014714270.1
fna:OOM_RS00775	ncbip:WP_014714271.1
fna:OOM_RS00780	ncbip:WP_014714272.1
fna:OOM_RS00785	ncbip:WP_014714273.1
fna:OOM_RS00795	ncbip:WP_014714274.1
fna:OOM_RS00805	ncbip:WP_014714277.1
fna:OOM_RS00810	ncbip:WP_041257432.1
fna:OOM_RS00815	ncbip:WP_014714279.1
fna:OOM_RS00820	ncbip:WP_014714280.1
fna:OOM_RS00825	ncbip:WP_014714281.1
fna:OOM_RS00830	ncbip:WP_014714282.1
fna:OOM_RS00835	ncbip:WP_014714283.1
fna:OOM_RS00840	ncbip:WP_014714284.1
fna:OOM_RS00845	ncbip:WP_014714285.1
fna:OOM_RS00855	ncbip:WP_014714286.1
fna:OOM_RS00860	ncbip:WP_014714287.1
fna:OOM_RS00865	ncbip:WP_014714288.1
fna:OOM_RS00870	ncbip:WP_014714289.1
fna:OOM_RS00875	ncbip:WP_014714290.1
fna:OOM_RS00880	ncbip:WP_014714291.1
fna:OOM_RS00885	ncbip:WP_014714292.1
fna:OOM_RS00890	ncbip:WP_014714293.1
fna:OOM_RS00895	ncbip:WP_014714294.1
fna:OOM_RS00900	ncbip:WP_014714295.1
fna:OOM_RS00920	ncbip:WP_014714298.1
fna:OOM_RS00925	ncbip:WP_014714299.1
fna:OOM_RS00940	ncbip:WP_014714303.1
fna:OOM_RS00955	ncbip:WP_014714306.1
fna:OOM_RS00960	ncbip:WP_014714307.1
fna:OOM_RS00970	ncbip:WP_041257273.1
fna:OOM_RS00975	ncbip:WP_014714310.1
fna:OOM_RS00985	ncbip:WP_014714312.1
fna:OOM_RS00990	ncbip:WP_014714313.1
fna:OOM_RS00995	ncbip:WP_014714314.1
fna:OOM_RS01005	ncbip:WP_014714315.1
fna:OOM_RS01025	ncbip:WP_014714317.1
fna:OOM_RS01030	ncbip:WP_014714318.1
fna:OOM_RS01035	ncbip:WP_014714319.1
fna:OOM_RS01040	ncbip:WP_014714320.1
fna:OOM_RS01045	ncbip:WP_014714321.1
fna:OOM_RS01050	ncbip:WP_014714322.1
fna:OOM_RS01055	ncbip:WP_014714323.1
fna:OOM_RS01060	ncbip:WP_014714324.1
fna:OOM_RS01065	ncbip:WP_014714325.1
fna:OOM_RS01070	ncbip:WP_003035357.1
fna:OOM_RS01075	ncbip:WP_014714326.1
fna:OOM_RS01080	ncbip:WP_014714327.1
fna:OOM_RS01085	ncbip:WP_024533505.1
fna:OOM_RS01090	ncbip:WP_014714328.1
fna:OOM_RS01095	ncbip:WP_014714329.1
fna:OOM_RS01100	ncbip:WP_014714330.1
fna:OOM_RS01105	ncbip:WP_014714331.1
fna:OOM_RS01110	ncbip:WP_014714332.1
fna:OOM_RS01115	ncbip:WP_014714333.1
fna:OOM_RS01120	ncbip:WP_014714334.1
fna:OOM_RS01125	ncbip:WP_014714335.1
fna:OOM_RS01130	ncbip:WP_014714336.1
fna:OOM_RS01135	ncbip:WP_014714337.1
fna:OOM_RS01140	ncbip:WP_014714338.1
fna:OOM_RS01145	ncbip:WP_014714339.1
fna:OOM_RS01150	ncbip:WP_014714340.1
fna:OOM_RS01155	ncbip:WP_004286604.1
fna:OOM_RS01160	ncbip:WP_014714341.1
fna:OOM_RS01165	ncbip:WP_014714342.1
fna:OOM_RS01170	ncbip:WP_014714343.1
fna:OOM_RS01175	ncbip:WP_014714344.1
fna:OOM_RS01180	ncbip:WP_014714345.1
fna:OOM_RS01185	ncbip:WP_014714346.1
fna:OOM_RS01190	ncbip:WP_014714347.1
fna:OOM_RS01195	ncbip:WP_014714348.1
fna:OOM_RS01200	ncbip:WP_014714349.1
fna:OOM_RS01205	ncbip:WP_003021583.1
fna:OOM_RS01210	ncbip:WP_014714350.1
fna:OOM_RS01215	ncbip:WP_014714351.1
fna:OOM_RS01220	ncbip:WP_014714352.1
fna:OOM_RS01230	ncbip:WP_014714354.1
fna:OOM_RS01235	ncbip:WP_030003331.1
fna:OOM_RS01240	ncbip:WP_041257435.1
fna:OOM_RS01245	ncbip:WP_014714356.1
fna:OOM_RS01250	ncbip:WP_014714357.1
fna:OOM_RS01255	ncbip:WP_014714358.1
fna:OOM_RS01260	ncbip:WP_014714359.1
fna:OOM_RS01265	ncbip:WP_041257274.1
fna:OOM_RS01270	ncbip:WP_014714361.1
fna:OOM_RS01275	ncbip:WP_014714362.1
fna:OOM_RS01280	ncbip:WP_014714363.1
fna:OOM_RS01290	ncbip:WP_014714365.1
fna:OOM_RS01295	ncbip:WP_014714366.1
fna:OOM_RS01300	ncbip:WP_014714367.1
fna:OOM_RS01305	ncbip:WP_014714368.1
fna:OOM_RS01310	ncbip:WP_041257275.1
fna:OOM_RS01315	ncbip:WP_014714370.1
fna:OOM_RS01320	ncbip:WP_014714371.1
fna:OOM_RS01325	ncbip:WP_014714372.1
fna:OOM_RS01330	ncbip:WP_014714373.1
fna:OOM_RS01335	ncbip:WP_014714374.1
fna:OOM_RS01340	ncbip:WP_014714375.1
fna:OOM_RS01345	ncbip:WP_014714376.1
fna:OOM_RS01350	ncbip:WP_014714377.1
fna:OOM_RS01360	ncbip:WP_030003335.1
fna:OOM_RS01365	ncbip:WP_014714379.1
fna:OOM_RS01370	ncbip:WP_014714380.1
fna:OOM_RS01375	ncbip:WP_004286565.1
fna:OOM_RS01380	ncbip:WP_014714381.1
fna:OOM_RS01385	ncbip:WP_014714382.1
fna:OOM_RS01390	ncbip:WP_014714383.1
fna:OOM_RS01395	ncbip:WP_014714384.1
fna:OOM_RS01400	ncbip:WP_041257437.1
fna:OOM_RS01405	ncbip:WP_014714386.1
fna:OOM_RS01415	ncbip:WP_014714387.1
fna:OOM_RS01420	ncbip:WP_014714388.1
