metabolite,molecular_formula,knapsack_cid,function,target,bunken
p-trans-Menth-2-en-1-ol,C10H18O,C00000154,allelopathic activity,"",""
(R)-8-Methylsulfinyloctyl isothiocyanate,C10H19NOS2,C00000138,allelopathic activity,"",""
(-)-Menthone,C10H18O,C00000811,"mild antiseptic activity, 2.25 times stronger than phenol","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48",""
(-)-Menthone,C10H18O,C00000811,"used for flavouring, slight peppermint odour","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
"1,2-Dihydroxymint lactone",C10H14O4,C00003041,nematocidal at a concentration of 25 microg/ml,Caenorhabditis elegans,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Carvacrol,C10H14O,C00000156,allelopathic activity,"",""
Thymol,C10H14O,C00000155,antifungal,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Thymol,C10H14O,C00000155,"antiseptic, 20 times more active than phenol","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Thymol,C10H14O,C00000155,can irritate gastric mucosa,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Thymol,C10H14O,C00000155,used for preserving botanical and biological specimens,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Thymol,C10H14O,C00000155,used in dentistry,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(-)-Carvone,C10H14O,C00000807,allelopathic activity,"",""
Carvacrol,C10H14O,C00000156,anthelmintic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Carvacrol,C10H14O,C00000156,antifungal activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Carvacrol,C10H14O,C00000156,"antiseptic, 1.5 times the activity of phenol","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Carvacrol,C10H14O,C00000156,used in mouth washes,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(+)-Bottrospicatol,C10H16O2,C00000146,allelopathic activity,"",""
(-)-Carvone,C10H14O,C00000807,carminative and antiseptic action,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(-)-Carvone,C10H14O,C00000807,used for flavouring confectionery,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(-)-Carvone,C10H14O,C00000807,used in the manufacture of liqueurs,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(-)-Carvone,C10H14O,C00000807,used in the perfumery and soaps,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Verbenone,C10H14O,C00003067,"toxic, LD50 intraperitoneally in 250 mg/kg body-weight",Mus musculus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
covicine,C10H15N3O8,C00001494,a nucleoside,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter14"
Dihydrozeatin,C10H15N5O,C00000093,enhance pod set,Glycine max,"Dyer,Plant Physiol.,84,(1987),240-243"
Dihydrozeatin,C10H15N5O,C00000093,enhance seed germination,Lactuca sativa,"Biddington,Physiol.Plant.,37,(1976),12-16"
Dihydrozeatin,C10H15N5O,C00000093,induce expansion growth of leaf,Raphanus sativus,"Letham,Phytochemistry,11,(1972),1023-1025"
Dihydrozeatin,C10H15N5O,C00000093,inhibit flowering,Nicotiana tabacum,"Van der Krieken,Plant Physiol.,92,(1990),565-569"
Dihydrozeatin,C10H15N5O,C00000093,promote stomatal opening,Anthephora pubescens,"Jewer,Planta,150,(1980),218-221"
Dihydrozeatin,C10H15N5O,C00000093,retard leaf senescence,Glycine max,"Nooden,Plant Growth Substances 1985,(1986),324-332"
Dihydrozeatin,C10H15N5O,C00000093,stimulate cell division with its stimulation of growth,Glycine max,"Newton,J.Exp.Bot.,31,(1980),721-729"
tenuazonic acid,C10H15NO3,C00001554,has insecticidal properties and is a tremorgenic toxin,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter16"
tenuazonic acid,C10H15NO3,C00001554,inhibit growth by interfering with protein synthesis on the ribosome,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter16"
L-ephedrine,C10H15NO,C00001409,central nervous system stimulant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
L-ephedrine,C10H15NO,C00001409,main use is as a bronchodilator in asthma,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
L-ephedrine,C10H15NO,C00001409,main use is as a respiratory stimulant in asthma,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
L-ephedrine,C10H15NO,C00001409,main use is as a vasoconstrictor of mucous membranes in rhinitis and sinusitis,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
L-ephedrine,C10H15NO,C00001409,produce perioheral vasoconstriction,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
L-ephedrine,C10H15NO,C00001409,raise blood pressure,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
L-ephedrine,C10H15NO,C00001409,sympathomimetic activity with direct and indirect effects on both alpha- and beta-adrenergic receptors,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
hordenine,C10H15NO,C00001417,feeding inhibitor,Insecta,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter11"
anatoxin alpha,C10H15NO,C00002273,highly toxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter30"
(-)-(4S)-Limonene,C10H16,C00000803,expectorant activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(-)-(4S)-Limonene,C10H16,C00000803,sedative activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(-)-(4S)-Limonene,C10H16,C00000803,skin irritant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(-)-(4S)-Limonene,C10H16,C00000803,used for flavouring and food and beverages,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Pinene,C10H16,C00000805,can cause ataxia,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Pinene,C10H16,C00000805,can cause delirium,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Pinene,C10H16,C00000805,can cause kidney damage,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Pinene,C10H16,C00000805,can cause skin eruption,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Pinene,C10H16,C00000805,irritant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
beta-Pinene,C10H16,C00000816,can cause ataxia,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
beta-Pinene,C10H16,C00000816,can cause delirium,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
beta-Pinene,C10H16,C00000816,can cause kidney damage,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
beta-Pinene,C10H16,C00000816,can cause skin eruption,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
beta-Pinene,C10H16,C00000816,irritant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Car-3-ene,C10H16,C00000839,irritant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
beta-Myrcene,C10H16,C00000853,used in the manufacture of perfume chemicals,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Terpinolene,C10H16,C00000861,used to mask odours of industrial products,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(-)-Camphene,C10H16,C00003029,used for the reduction of the cholesterol saturation index in the treatment of gallstones,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Dipentene,C10H16,C00003043,expectorant activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Dipentene,C10H16,C00003043,sedative activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Dipentene,C10H16,C00003043,skin irritant and sensitiser,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Dipentene,C10H16,C00003043,used for flavouring,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Phellandrene,C10H16,C00003051,"can be irritating to, and absorbed trough, the skin","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Phellandrene,C10H16,C00003051,ingestion can cause vomitin and/or diarrhoea,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Phellandrene,C10H16,C00003051,used in perfumery,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
beta-Phellandrene,C10H16,C00003052,expectorant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
alpha-Terpinene,C10H16,C00003060,pleasant lemon-like odour,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
biotin,C10H16N2O3S,C00000756,coenzyme for carboxylation during metabolism of proteins and carbohydrates,"","Harborne,Phytochemical Dictionary Second Edition,Taylor Pulmonata and Francis,(1999),Chapter16"
vicine,C10H16N4O7,C00001515,a nucleotide,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter14"
adenosine triphosphate,C10H16N5O13P3,C00001491,used in biochemical research and in industry to inhibit enzymatic browning,Malus pumila,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter14"
adenosine triphosphate,C10H16N5O13P3,C00001491,used in biochemical research and in industry to inhibit enzymatic browning,Solanum tuberosum,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter14"
sinigrin,C10H16NO9S2,C00001488,attract and stimulate egg laying,Hymlemya brassicae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter13"
sinigrin,C10H16NO9S2,C00001488,attract and stimulate egg laying,Pieris brassicae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter13"
sinigrin,C10H16NO9S2,C00001488,"flavour component, together with the breakdown products","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter13"
sinigrin,C10H16NO9S2,C00001488,hydrolysis forms allyisothiocyanate,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter13"
sinigrin,C10H16NO9S2,C00001488,used as attractants in field traps,Delia brassicae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter13"
(-)-Camphor,C10H16O,C00000135,allelopathic activity,"",""
Ascaridole,C10H16O2,C00003027,anthelmintic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Ascaridole,C10H16O2,C00003027,toxic,Mammalia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Chrysanthemic acid,C10H16O2,C00003031,irritate eyes and mucosa,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Diosphenol,C10H16O2,C00003042,diuretic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(+)-Iridodial,C10H16O2,C00003085,repellent activity,Insecta,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter49"
Iridomyrmecin,C10H16O2,C00003086,antibiotic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter49"
Iridomyrmecin,C10H16O2,C00003086,insecticidal activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter49"
"1,8-Cineole",C10H18O,C00000136,allelopathic activity,"",""
(+)-Camphor,C10H16O,C00000819,irritant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(+)-Camphor,C10H16O,C00000819,"toxic, affect the central nervous system",Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(+)-Camphor,C10H16O,C00000819,used as a rubefacient and mild analgesic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(+)-Camphor,C10H16O,C00000819,used as a topical antiprutitic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(+)-Camphor,C10H16O,C00000819,used commercially as a preservative in pharmaceuticals and cosmetics,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(+)-Camphor,C10H16O,C00000819,used commercially as a repellent,Lepidoptera,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
(+)-Pulegone,C10H16O,C00000827,"used in dentifrices, odour reminiscent of camphor and peppermint","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Geranial,C10H16O,C00003035,"antiseptic activity, 1.5 times stronger than phenol","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Geranial,C10H16O,C00003035,lemon-like scent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Geranial,C10H16O,C00003035,used for a flavouring foods,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Geranial,C10H16O,C00003035,used in perfumery,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Geranial,C10H16O,C00003035,used in the synthesis of vitamin A,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Neral,C10H16O,C00003036,"antiseptic activity, 1.5 times stronger than phenol","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Neral,C10H16O,C00003036,lemon-like scent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Neral,C10H16O,C00003036,used for a flavouring foods,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Neral,C10H16O,C00003036,used in perfumery,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Neral,C10H16O,C00003036,used in the synthesis of vitamin A,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Fenchone,C10H16O,C00003045,counter-irritant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Fenchone,C10H16O,C00003045,used as a food flavour,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Fenchone,C10H16O,C00003045,used in perfumes,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Piperitone,C10H16O,C00003054,"used in dentifrices, odour reminiscent of camphor and peppermint","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Sabinol,C10H16O,C00003059,toxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Sabinol,C10H16O,C00003059,used as an anthelmintic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Sabinol,C10H16O,C00003059,used as an emmenagogue,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Thujone,C10H16O,C00003064,anthelmintic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Thujone,C10H16O,C00003064,ingestion may cause convulsions,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
Thujone,C10H16O,C00003064,used as a counter-irritant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter48"
L-glutathione,C10H17N3O6S,C00001518,component of normal metabolism,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter15"
L-glutathione,C10H17N3O6S,C00001518,used medically to improve liver function in alcholism and hepatitis,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter15"
L-glutathione,C10H17N3O6S,C00001518,used to aid detoxification in cases of poisoning by substances which block the thiol groups of some enzymes,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter15"
linamarin,C10H17NO6,C00001446,toxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter12"
slaframine,C10H18N2O2,C00002073,"responsible for black patch disease (excessive salivation, diarrhoea and anorexia) by eating infected Trifolium repens",Bos taurus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter25"
slaframine,C10H18N2O2,C00002073,"responsible for black patch disease (excessive salivation, diarrhoea and anorexia) by eating infected Trifolium repens",Equus caballus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter25"
slaframine,C10H18N2O2,C00002073,"responsible for black patch disease (excessive salivation, diarrhoea and anorexia) by eating infected Trifolium repens",Ovis aries,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter25"
