gene	uniprot
hsa:HSA_156142184	uniplot:Q53RE8
hsa:HSA_156151366	uniplot:Q3ZCW2
hsa:HSA_156151379	uniplot:Q9BRV8
hsa:HSA_156151394	uniplot:O43390
hsa:HSA_15617199	uniplot:Q7L7L0
hsa:HSA_15618997	uniplot:Q96SL4
hsa:HSA_15619006	uniplot:P32241
hsa:HSA_156415984	uniplot:Q9NZQ9
hsa:HSA_156415994	uniplot:Q9Y3A2
hsa:HSA_156416000	uniplot:Q9Y3C8
hsa:HSA_156416009	uniplot:O15492
hsa:HSA_156416012	uniplot:P49798
hsa:HSA_156523968	uniplot:P09874
hsa:HSA_156523968	uniplot:A0A024R3T8
hsa:HSA_156564405	uniplot:A7E2E0
hsa:HSA_156564405	uniplot:O00329
hsa:HSA_156616273	uniplot:P08567
hsa:HSA_156627541	uniplot:A0A1B0GTK4
hsa:HSA_156627579	uniplot:P05452
hsa:HSA_156627579	uniplot:A0A024R2Q7
hsa:HSA_156627581	uniplot:O95801
hsa:HSA_156766045	uniplot:Q6Y7W6
hsa:HSA_156938287	uniplot:Q6ZV89
hsa:HSA_157266262	uniplot:A6NKN8
hsa:HSA_157266292	uniplot:P09923
hsa:HSA_157266292	uniplot:A0A024R4A2
hsa:HSA_157266296	uniplot:P10696
hsa:HSA_157266328	uniplot:A0AVN2
hsa:HSA_157266328	uniplot:Q99728
hsa:HSA_157364926	uniplot:A2CJ06
hsa:HSA_157384973	uniplot:A1L306
hsa:HSA_157384973	uniplot:Q92752
hsa:HSA_157388902	uniplot:Q9C0C4
hsa:HSA_157388925	uniplot:Q96DW6
hsa:HSA_157388925	uniplot:A0A024R2L5
hsa:HSA_157389001	uniplot:Q6P589
hsa:HSA_157389005	uniplot:P17655
hsa:HSA_157389005	uniplot:Q59EF6
hsa:HSA_157412240	uniplot:P0DN25
hsa:HSA_157419116	uniplot:Q53S58
hsa:HSA_157419138	uniplot:Q13753
hsa:HSA_157419142	uniplot:Q9UNG2
hsa:HSA_157419142	uniplot:A0A0U5JXL4
hsa:HSA_157419154	uniplot:P16109
hsa:HSA_157419154	uniplot:Q6NUL9
hsa:HSA_157419154	uniplot:A0A024R8Y9
hsa:HSA_157426839	uniplot:Q5VTA0
hsa:HSA_157426891	uniplot:O95672
hsa:HSA_157427661	uniplot:Q8N944
hsa:HSA_15743548	uniplot:P0CW19
hsa:HSA_15743548	uniplot:P0CW20
hsa:HSA_157502167	uniplot:A6NJV1
hsa:HSA_157649073	uniplot:D3DPU2
hsa:HSA_157649073	uniplot:Q01518
hsa:HSA_157671915	uniplot:Q6ZN66
hsa:HSA_157671949	uniplot:Q13129
hsa:HSA_157671953	uniplot:P48751
hsa:HSA_157694489	uniplot:Q93033
hsa:HSA_157694505	uniplot:Q5T7N2
hsa:HSA_157694511	uniplot:Q9Y3T9
hsa:HSA_157738609	uniplot:A1A4G1
hsa:HSA_157738609	uniplot:B3KU34
hsa:HSA_157738609	uniplot:Q5T447
hsa:HSA_157738667	uniplot:Q9BQS8
hsa:HSA_157738677	uniplot:Q5TEJ8
hsa:HSA_157739932	uniplot:A6NI15
hsa:HSA_157743245	uniplot:Q15061
hsa:HSA_157743292	uniplot:Q6ZVZ8
hsa:HSA_157785649	uniplot:A6PVS8
hsa:HSA_15812178	uniplot:P47974
hsa:HSA_15812198	uniplot:Q9UK22
hsa:HSA_15826852	uniplot:Q9H3P7
hsa:HSA_15826852	uniplot:A0A024R3P9
hsa:HSA_158631211	uniplot:Q8NEW7
hsa:HSA_160707905	uniplot:P0CK96
hsa:HSA_16117777	uniplot:P57771
hsa:HSA_161333833	uniplot:Q8NER5
hsa:HSA_161484632	uniplot:Q02577
hsa:HSA_161484632	uniplot:A0A024R0I7
hsa:HSA_16262452	uniplot:Q9P2M7
hsa:HSA_162809336	uniplot:Q5T8I3
hsa:HSA_16306568	uniplot:Q9BWT3
hsa:HSA_163792194	uniplot:Q7Z2T5
hsa:HSA_163914394	uniplot:Q8TE96
hsa:HSA_163965377	uniplot:Q8NFU3
hsa:HSA_16418343	uniplot:Q96PN8
hsa:HSA_16418425	uniplot:Q96PP8
hsa:HSA_16418443	uniplot:Q969H9
hsa:HSA_16418445	uniplot:Q96PB8
hsa:HSA_16418445	uniplot:A0A024R2R0
hsa:HSA_16418455	uniplot:Q96R05
hsa:HSA_164414431	uniplot:Q5IEC3
hsa:HSA_164414431	uniplot:Q5IEC8
hsa:HSA_164414431	uniplot:Q9Y2I2
hsa:HSA_16445029	uniplot:Q969P0
hsa:HSA_16445419	uniplot:O14828
hsa:HSA_164519122	uniplot:P81274
hsa:HSA_164519122	uniplot:A0A024R0F8
hsa:HSA_164607152	uniplot:Q8N628
hsa:HSA_164663810	uniplot:Q8IXN7
hsa:HSA_164663830	uniplot:Q96C11
hsa:HSA_164698460	uniplot:Q5VSG8
hsa:HSA_16506299	uniplot:Q9Y546
hsa:HSA_16507239	uniplot:Q8N2E5
hsa:HSA_16507239	uniplot:Q9Y6F9
hsa:HSA_16507950	uniplot:Q9UIF3
hsa:HSA_16554611	uniplot:P82914
hsa:HSA_165932391	uniplot:Q5T7M9
hsa:HSA_16596694	uniplot:Q96EL3
hsa:HSA_16596696	uniplot:Q96BN2
hsa:HSA_166064021	uniplot:Q9Y226
hsa:HSA_166197666	uniplot:Q9UMS5
hsa:HSA_166197673	uniplot:Q8IZD6
hsa:HSA_166197688	uniplot:Q8N5V2
hsa:HSA_166197702	uniplot:O75355
hsa:HSA_166197706	uniplot:Q9BV44
hsa:HSA_166197706	uniplot:A0A024R2F4
hsa:HSA_166235169	uniplot:Q5VTL8
hsa:HSA_166235169	uniplot:Q69YH0
hsa:HSA_166235173	uniplot:Q8N4M1
hsa:HSA_166235180	uniplot:Q5TAA0
hsa:HSA_166235182	uniplot:Q6UX65
hsa:HSA_166235182	uniplot:A0A024R0B7
hsa:HSA_166235898	uniplot:D3DPA4
hsa:HSA_166235898	uniplot:Q04771
hsa:HSA_166235903	uniplot:P02747
hsa:HSA_166235903	uniplot:A0A024RAA7
hsa:HSA_166295188	uniplot:Q5TB30
hsa:HSA_166362724	uniplot:Q9UNU6
hsa:HSA_166706887	uniplot:Q9H7C4
hsa:HSA_166706903	uniplot:P32455
hsa:HSA_166706909	uniplot:Q53G44
hsa:HSA_166706915	uniplot:Q8NBF1
hsa:HSA_166795236	uniplot:P09758
hsa:HSA_166795250	uniplot:Q99661
hsa:HSA_166795250	uniplot:A0A140VKF1
hsa:HSA_166795287	uniplot:O00519
hsa:HSA_166795287	uniplot:Q9UG55
hsa:HSA_166795297	uniplot:Q9Y6G9
hsa:HSA_166795299	uniplot:P11166
hsa:HSA_166795299	uniplot:Q59GX2
hsa:HSA_166795301	uniplot:Q9UHG3
hsa:HSA_166851840	uniplot:P78545
hsa:HSA_166851840	uniplot:A0A024R974
hsa:HSA_167001141	uniplot:P35052
hsa:HSA_167234419	uniplot:Q9Y2W1
hsa:HSA_167466272	uniplot:Q8IYA6
hsa:HSA_16751843	uniplot:O60602
hsa:HSA_167736389	uniplot:Q7Z422
hsa:HSA_168480086	uniplot:Q5SV17
hsa:HSA_16905517	uniplot:O75494
hsa:HSA_16905517	uniplot:A0A0S2Z504
hsa:HSA_16905526	uniplot:P51398
hsa:HSA_169234667	uniplot:Q9BT39
hsa:HSA_169234667	uniplot:Q9GZU3
hsa:HSA_16936520	uniplot:Q9GZT5
hsa:HSA_16936540	uniplot:P53672
hsa:HSA_16936540	uniplot:A0A024R429
hsa:HSA_169403959	uniplot:Q8N9V6
hsa:HSA_169646394	uniplot:Q7Z7F7
hsa:HSA_17017967	uniplot:Q5VU50
hsa:HSA_17017967	uniplot:Q8WZ55
hsa:HSA_17017988	uniplot:P10606
hsa:HSA_170650685	uniplot:B7Z7Z4
hsa:HSA_170650685	uniplot:Q5TC79
hsa:HSA_170671718	uniplot:Q9H5Z6
hsa:HSA_170784850	uniplot:Q8IZE3
hsa:HSA_170784867	uniplot:Q8NBP0
hsa:HSA_170932469	uniplot:Q9BRV3
hsa:HSA_170932532	uniplot:Q8N468
hsa:HSA_170932532	uniplot:Q96KX6
hsa:HSA_171184400	uniplot:Q9NRK6
hsa:HSA_171184421	uniplot:Q9H3M7
hsa:HSA_171184421	uniplot:A0A024R4B7
hsa:HSA_17149834	uniplot:Q99523
hsa:HSA_171542821	uniplot:Q969V5
hsa:HSA_171542821	uniplot:A0A024RAA0
hsa:HSA_171846251	uniplot:Q16570
hsa:HSA_171846251	uniplot:Q5Y7A1
hsa:HSA_171916097	uniplot:Q6XPR3
hsa:HSA_17505191	uniplot:O00755
hsa:HSA_178057341	uniplot:P0DN37
hsa:HSA_17921989	uniplot:P68366
hsa:HSA_17978469	uniplot:B4DH21
hsa:HSA_17978469	uniplot:O60583
hsa:HSA_17981699	uniplot:P42773
hsa:HSA_17981699	uniplot:Q6ICV4
hsa:HSA_17981708	uniplot:Q8WVJ9
hsa:HSA_17981708	uniplot:A0A024R4D4
hsa:HSA_17986273	uniplot:P05976
hsa:HSA_18087857	uniplot:Q969M7
hsa:HSA_18104959	uniplot:O14530
hsa:HSA_18104971	uniplot:Q12974
hsa:HSA_18105016	uniplot:Q9Y215
hsa:HSA_18105037	uniplot:O14548
hsa:HSA_18105037	uniplot:Q6FGA0
hsa:HSA_18105063	uniplot:Q9NRW7
hsa:HSA_18141316	uniplot:Q96BD6
hsa:HSA_18141316	uniplot:A0A024R4G8
hsa:HSA_18254478	uniplot:Q8WTR2
hsa:HSA_18254480	uniplot:Q8WWU7
hsa:HSA_183076548	uniplot:Q71DI3
hsa:HSA_183227678	uniplot:Q99497
hsa:HSA_183227678	uniplot:V9HWC2
hsa:HSA_183396804	uniplot:Q5VT52
hsa:HSA_18379366	uniplot:O75844
hsa:HSA_183979973	uniplot:Q8N6F1
hsa:HSA_183979980	uniplot:P41597
hsa:HSA_18426967	uniplot:E5KSL5
hsa:HSA_18426967	uniplot:Q16854
hsa:HSA_18482373	uniplot:Q8IWB7
hsa:HSA_18482373	uniplot:Q9H8N9
hsa:HSA_18482373	uniplot:A0A024R488
hsa:HSA_18490987	uniplot:Q9UKD2
hsa:HSA_18490987	uniplot:A0A024RAE1
hsa:HSA_18491008	uniplot:P51589
hsa:HSA_18640750	uniplot:Q9NS28
hsa:HSA_18699732	uniplot:Q9BRK5
hsa:HSA_18699732	uniplot:A0A024R084
hsa:HSA_18699734	uniplot:Q9BZX2
hsa:HSA_18699734	uniplot:A0A024R912
hsa:HSA_18702325	uniplot:Q8TEY5
hsa:HSA_187155251	uniplot:Q9BV19
hsa:HSA_187423904	uniplot:Q07837
hsa:HSA_187423904	uniplot:A0A0S2Z4E1
hsa:HSA_187607323	uniplot:Q9UI10
hsa:HSA_187607437	uniplot:Q9BV87
hsa:HSA_187607437	uniplot:A0A024R432
hsa:HSA_187607445	uniplot:Q8NC44
hsa:HSA_187608508	uniplot:Q8N0S6
hsa:HSA_187608571	uniplot:O15519
hsa:HSA_187608571	uniplot:A0A024R3Z7
hsa:HSA_18765694	uniplot:P27487
hsa:HSA_18765727	uniplot:P15173
hsa:HSA_187761314	uniplot:Q9NZC9
hsa:HSA_187761349	uniplot:B3KVN4
hsa:HSA_187761349	uniplot:Q99684
hsa:HSA_187828564	uniplot:Q7L4P6
hsa:HSA_187828564	uniplot:A0A0S2Z5N0
hsa:HSA_187936949	uniplot:Q05C42
hsa:HSA_187936949	uniplot:Q9ULF5
hsa:HSA_187936949	uniplot:A0A024R3W5
hsa:HSA_187960042	uniplot:P16581
hsa:HSA_187960055	uniplot:F2YGU0
hsa:HSA_187960055	uniplot:Q9Y2T5
hsa:HSA_187960073	uniplot:Q9UI95
hsa:HSA_187960073	uniplot:A0A024R4I4
hsa:HSA_188035867	uniplot:Q9BUE0
hsa:HSA_188035871	uniplot:Q9NRG4
hsa:HSA_188219563	uniplot:Q6IQ19
hsa:HSA_188219577	uniplot:Q6ZMZ0
hsa:HSA_188219599	uniplot:Q13287
hsa:HSA_188219599	uniplot:Q8WTW2
hsa:HSA_188219625	uniplot:O75886
hsa:HSA_188497623	uniplot:Q9HB89
hsa:HSA_188497625	uniplot:P46952
hsa:HSA_188497630	uniplot:Q9UKZ1
hsa:HSA_188497642	uniplot:Q53QZ3
hsa:HSA_188497667	uniplot:O60296
hsa:HSA_188497683	uniplot:Q53R41
hsa:HSA_188528611	uniplot:Q53R12
hsa:HSA_188528618	uniplot:P30531
hsa:HSA_188528618	uniplot:A0A024R2G0
hsa:HSA_188528628	uniplot:Q8TCS8
hsa:HSA_188528706	uniplot:P62699
hsa:HSA_188536036	uniplot:Q53TN4
hsa:HSA_189011586	uniplot:Q96Q35
hsa:HSA_189083684	uniplot:Q14376
hsa:HSA_189083688	uniplot:B2RDZ9
hsa:HSA_189083688	uniplot:Q15024
hsa:HSA_189083688	uniplot:A0A024R2P7
hsa:HSA_189083719	uniplot:Q13751
hsa:HSA_189083719	uniplot:A0A0S2Z3R6
hsa:HSA_189083768	uniplot:O95140
hsa:HSA_189409122	uniplot:Q53RT3
hsa:HSA_189458852	uniplot:Q9P0S3
hsa:HSA_189491675	uniplot:Q96C01
hsa:HSA_189491763	uniplot:Q16678
hsa:HSA_189491763	uniplot:Q53TK1
hsa:HSA_189491769	uniplot:F1D8N7
hsa:HSA_189491769	uniplot:P10828
hsa:HSA_189571669	uniplot:B3KPL5
hsa:HSA_189571669	uniplot:Q7Z698
hsa:HSA_189571681	uniplot:D3DPA6
hsa:HSA_189571681	uniplot:Q8N9V3
hsa:HSA_18959276	uniplot:B3KVK3
hsa:HSA_18959276	uniplot:Q9NU39
hsa:HSA_190014578	uniplot:Q9NTJ5
hsa:HSA_190014581	uniplot:Q9BYS8
hsa:HSA_190014581	uniplot:A0A024R2R5
hsa:HSA_190014583	uniplot:Q8N3T1
hsa:HSA_190014593	uniplot:G5E9M7
hsa:HSA_190014593	uniplot:Q14135
hsa:HSA_190014601	uniplot:Q8N5M9
hsa:HSA_190358497	uniplot:E5KP25
hsa:HSA_190358497	uniplot:Q9UIF7
hsa:HSA_190610047	uniplot:A0A183
hsa:HSA_190684710	uniplot:B3KT90
hsa:HSA_190684710	uniplot:Q9Y2G0
hsa:HSA_19071574	uniplot:Q8TAE7
hsa:HSA_190886510	uniplot:Q9UMX2
hsa:HSA_19263349	uniplot:Q96RK1
hsa:HSA_193083155	uniplot:P49441
hsa:HSA_193083155	uniplot:Q6IBG4
hsa:HSA_194018433	uniplot:Q6NSI8
hsa:HSA_194018474	uniplot:Q8N7C0
hsa:HSA_194018539	uniplot:A2RUH7
hsa:HSA_194097418	uniplot:Q8WW52
hsa:HSA_19424120	uniplot:Q9P2X0
hsa:HSA_19424120	uniplot:A0A140VJI4
hsa:HSA_19424132	uniplot:B2R8K8
hsa:HSA_19424132	uniplot:Q8TDX7
hsa:HSA_19424132	uniplot:A0A024R964
hsa:HSA_194272161	uniplot:B2R9J0
hsa:HSA_194272161	uniplot:P27987
hsa:HSA_194272186	uniplot:Q52LR7
hsa:HSA_194294521	uniplot:A6H8W8
hsa:HSA_194294521	uniplot:Q9NZM3
hsa:HSA_194294540	uniplot:Q9UNH6
hsa:HSA_194328685	uniplot:B0I1S9
hsa:HSA_194328685	uniplot:O43795
hsa:HSA_194353946	uniplot:P35452
hsa:HSA_194353966	uniplot:Q9C0G6
hsa:HSA_194353976	uniplot:Q6VUC0
hsa:HSA_194363768	uniplot:P28356
hsa:HSA_194363771	uniplot:P28290
hsa:HSA_194394237	uniplot:P09327
hsa:HSA_194394237	uniplot:Q53F91
hsa:HSA_194440707	uniplot:Q86Y07
hsa:HSA_194473657	uniplot:Q66K39
hsa:HSA_194473657	uniplot:Q8WZ79
hsa:HSA_194578891	uniplot:Q96SE0
hsa:HSA_194578891	uniplot:A0A140VJD1
hsa:HSA_195927020	uniplot:Q9Y376
hsa:HSA_195927020	uniplot:A0A024R496
hsa:HSA_195927044	uniplot:O00442
hsa:HSA_195972795	uniplot:O00421
hsa:HSA_195972883	uniplot:P51178
hsa:HSA_197116396	uniplot:Q5VU13
hsa:HSA_197304721	uniplot:Q6ZQS1
hsa:HSA_197304721	uniplot:Q8N8Q1
hsa:HSA_197304777	uniplot:Q92609
hsa:HSA_197313665	uniplot:O00311
hsa:HSA_197313742	uniplot:Q8TBZ5
hsa:HSA_197313742	uniplot:A0A024R2Z2
hsa:HSA_197333692	uniplot:Q6P9F7
hsa:HSA_197333706	uniplot:B3KRU1
hsa:HSA_197333706	uniplot:Q7L1W4
hsa:HSA_197333811	uniplot:Q14146
hsa:HSA_197333837	uniplot:A8MTQ0
hsa:HSA_197383062	uniplot:Q6ZQY3
hsa:HSA_197384097	uniplot:Q6ZS27
hsa:HSA_19743875	uniplot:P07954
hsa:HSA_19743875	uniplot:A0A0S2Z4C3
hsa:HSA_197927133	uniplot:Q6P1W5
hsa:HSA_197927408	uniplot:P0C6T2
hsa:HSA_19913426	uniplot:P15313
hsa:HSA_19913441	uniplot:O75544
hsa:HSA_19913441	uniplot:P37235
hsa:HSA_19913441	uniplot:Q6FGY1
hsa:HSA_19913446	uniplot:P84074
hsa:HSA_19923149	uniplot:P47224
hsa:HSA_19923149	uniplot:Q53EV1
hsa:HSA_19923206	uniplot:A8YXX4
hsa:HSA_19923206	uniplot:P15104
hsa:HSA_19923233	uniplot:B2R761
hsa:HSA_19923233	uniplot:P22307
hsa:HSA_19923233	uniplot:Q59HG9
hsa:HSA_19923260	uniplot:P20338
hsa:HSA_19923260	uniplot:A0A024R3U9
hsa:HSA_19923262	uniplot:P20339
hsa:HSA_19923262	uniplot:A0A024R2K1
hsa:HSA_19923272	uniplot:Q9UBH6
hsa:HSA_19923272	uniplot:A0A024R911
hsa:HSA_19923279	uniplot:O95754
hsa:HSA_19923312	uniplot:P04198
hsa:HSA_19923348	uniplot:Q13506
hsa:HSA_19923356	uniplot:Q9UKI2
hsa:HSA_19923391	uniplot:P31249
hsa:HSA_19923536	uniplot:Q96PL5
hsa:HSA_19923536	uniplot:A0A1C9HIH9
hsa:HSA_19923667	uniplot:Q8WXG1
hsa:HSA_19923723	uniplot:Q96S38
hsa:HSA_19923750	uniplot:P20337
hsa:HSA_19923790	uniplot:Q9H2M9
hsa:HSA_19923817	uniplot:Q9BY49
hsa:HSA_19923821	uniplot:Q9BPU6
hsa:HSA_19923830	uniplot:Q96AQ6
hsa:HSA_19923883	uniplot:Q8WXC6
hsa:HSA_19923913	uniplot:Q96HH4
hsa:HSA_19923913	uniplot:A0A024R430
hsa:HSA_19923929	uniplot:Q96FZ5
hsa:HSA_19923929	uniplot:A0A024R2L3
hsa:HSA_19923939	uniplot:Q96EK9
hsa:HSA_19924103	uniplot:B3KRB3
hsa:HSA_19924103	uniplot:Q86VA8
hsa:HSA_19924103	uniplot:A0A087WW96
hsa:HSA_19924163	uniplot:Q969Q1
hsa:HSA_20070107	uniplot:P32242
hsa:HSA_20070166	uniplot:Q9H3M0
hsa:HSA_20070197	uniplot:P39656
hsa:HSA_20070197	uniplot:A0A024RAD5
hsa:HSA_20070252	uniplot:Q9NZH7
hsa:HSA_20070264	uniplot:Q96DZ1
hsa:HSA_20070264	uniplot:V9HWD3
hsa:HSA_20070321	uniplot:Q9HAN9
hsa:HSA_20070321	uniplot:A0A024R4E1
hsa:HSA_20070344	uniplot:Q9BW92
hsa:HSA_20127408	uniplot:E9KL44
hsa:HSA_20127408	uniplot:P40939
hsa:HSA_20127454	uniplot:P31939
hsa:HSA_20127454	uniplot:V9HWH7
hsa:HSA_20127524	uniplot:Q9NZH6
hsa:HSA_20149322	uniplot:P14621
hsa:HSA_20149322	uniplot:A0A140VJD7
hsa:HSA_20149496	uniplot:Q9BUP0
hsa:HSA_20149576	uniplot:Q16236
hsa:HSA_20149626	uniplot:Q53GL0
hsa:HSA_20149646	uniplot:Q9BUN1
hsa:HSA_20149675	uniplot:Q96C19
hsa:HSA_20149675	uniplot:A0A024QZ77
hsa:HSA_20270343	uniplot:Q96BM9
hsa:HSA_20270343	uniplot:A0A024R977
hsa:HSA_20270345	uniplot:Q96L03
hsa:HSA_20270353	uniplot:Q96BQ3
hsa:HSA_20270355	uniplot:Q96C23
hsa:HSA_203098013	uniplot:Q6NUM9
hsa:HSA_20330805	uniplot:P19087
hsa:HSA_20330805	uniplot:Q5T697
hsa:HSA_20336229	uniplot:P37231
hsa:HSA_20336258	uniplot:Q13029
hsa:HSA_20336305	uniplot:D6W5D9
hsa:HSA_20336305	uniplot:Q9H165
hsa:HSA_20373171	uniplot:Q8TAA9
hsa:HSA_20373171	uniplot:A0A024R0E3
hsa:HSA_20373179	uniplot:Q8TCW9
hsa:HSA_205277425	uniplot:Q9P2J2
hsa:HSA_205277458	uniplot:Q96I76
hsa:HSA_205360987	uniplot:Q53T94
hsa:HSA_205360989	uniplot:Q8N8R5
hsa:HSA_206725424	uniplot:Q6ZSJ8
hsa:HSA_207028635	uniplot:A1L170
hsa:HSA_207028821	uniplot:Q6ZP01
hsa:HSA_207028821	uniplot:Q8N7S3
hsa:HSA_207028821	uniplot:A0A0A0MR46
hsa:HSA_207113130	uniplot:Q3MIT2
hsa:HSA_207113133	uniplot:Q9UFP1
hsa:HSA_208022622	uniplot:B2RDW1
hsa:HSA_208022622	uniplot:P62979
hsa:HSA_208022637	uniplot:Q8NHS4
hsa:HSA_208022641	uniplot:Q14241
hsa:HSA_208022653	uniplot:P61812
hsa:HSA_208022653	uniplot:Q59EG9
hsa:HSA_208431754	uniplot:Q6ZMI0
hsa:HSA_208431817	uniplot:Q504Y2
hsa:HSA_208431824	uniplot:A8MTJ6
hsa:HSA_208431827	uniplot:P19525
hsa:HSA_208431827	uniplot:Q8IW76
hsa:HSA_208431833	uniplot:Q13310
hsa:HSA_208609951	uniplot:Q9ULB1
hsa:HSA_208609962	uniplot:B2R7I9
hsa:HSA_208609962	uniplot:O14966
hsa:HSA_208609962	uniplot:Q6FGU7
hsa:HSA_209571582	uniplot:P14324
hsa:HSA_209862787	uniplot:B7Z1M9
hsa:HSA_209862821	uniplot:Q96A09
hsa:HSA_209862837	uniplot:P07099
hsa:HSA_209862837	uniplot:R4SBI6
hsa:HSA_209862853	uniplot:P55735
hsa:HSA_209862879	uniplot:Q9GZT8
hsa:HSA_209862879	uniplot:A0A024R3V7
hsa:HSA_209870065	uniplot:Q5VVY1
hsa:HSA_209969703	uniplot:Q9P258
hsa:HSA_209969703	uniplot:A0A024RAC5
hsa:HSA_209969830	uniplot:Q9NYY8
hsa:HSA_209969830	uniplot:A0A024R419
hsa:HSA_209976994	uniplot:Q96PN6
hsa:HSA_209976994	uniplot:A0A0K0K1J8
hsa:HSA_209977052	uniplot:Q9NW97
hsa:HSA_209977052	uniplot:A0A024QZ97
hsa:HSA_210031196	uniplot:Q6ZT21
hsa:HSA_210147457	uniplot:Q5TF58
hsa:HSA_210147462	uniplot:Q5TIE3
hsa:HSA_21070993	uniplot:Q06141
hsa:HSA_21070993	uniplot:Q53S56
hsa:HSA_211059439	uniplot:Q5T7R7
hsa:HSA_211063479	uniplot:Q71RE4
hsa:HSA_211063479	uniplot:Q8NA29
hsa:HSA_21264363	uniplot:O00187
hsa:HSA_21264565	uniplot:O14497
hsa:HSA_21264580	uniplot:B2RD31
hsa:HSA_21264580	uniplot:O60636
hsa:HSA_21281683	uniplot:Q8NI22
hsa:HSA_213021160	uniplot:Q6PJW8
hsa:HSA_21314632	uniplot:P43007
hsa:HSA_21314720	uniplot:B1AK66
hsa:HSA_21314720	uniplot:Q8TAD8
hsa:HSA_21314764	uniplot:Q96P31
hsa:HSA_213385270	uniplot:Q8IV61
hsa:HSA_21359816	uniplot:E5KN15
hsa:HSA_21359816	uniplot:O60930
hsa:HSA_21359854	uniplot:A8KAJ2
hsa:HSA_21359854	uniplot:P53611
hsa:HSA_21359854	uniplot:Q6IB63
hsa:HSA_21359865	uniplot:Q8WUH2
hsa:HSA_21359974	uniplot:Q6UXI7
hsa:HSA_21361101	uniplot:Q9BUB5
hsa:HSA_21361103	uniplot:O75746
hsa:HSA_21361142	uniplot:Q5T2W1
hsa:HSA_21361171	uniplot:Q9NXR7
hsa:HSA_21361181	uniplot:P05023
hsa:HSA_21361212	uniplot:P16410
hsa:HSA_21361282	uniplot:Q08170
hsa:HSA_21361334	uniplot:P32929
hsa:HSA_21361358	uniplot:O00506
hsa:HSA_21361358	uniplot:A0A024R4B2
hsa:HSA_21361423	uniplot:Q9NY26
hsa:HSA_21361454	uniplot:Q96C36
hsa:HSA_21361454	uniplot:A0A0S2Z5U6
hsa:HSA_21361507	uniplot:Q9NS18
hsa:HSA_21361519	uniplot:Q96A54
hsa:HSA_21361559	uniplot:P62760
hsa:HSA_21361565	uniplot:P24539
hsa:HSA_21361565	uniplot:Q08ET0
hsa:HSA_21361633	uniplot:Q9H9A6
hsa:HSA_21361633	uniplot:A0A140VJN3
hsa:HSA_21361647	uniplot:O43865
hsa:HSA_21361647	uniplot:A0A024R0A8
hsa:HSA_21361659	uniplot:Q96P70
hsa:HSA_21361763	uniplot:Q96HZ4
hsa:HSA_21361771	uniplot:Q9NUD9
hsa:HSA_21361809	uniplot:Q96E39
hsa:HSA_21361837	uniplot:Q9GZP4
hsa:HSA_21361861	uniplot:Q9BXW9
hsa:HSA_21361914	uniplot:Q9H3S1
hsa:HSA_21362030	uniplot:Q969M1
hsa:HSA_21362050	uniplot:Q96NT0
hsa:HSA_21362050	uniplot:A0A024QZZ6
hsa:HSA_21389443	uniplot:Q96AQ2
hsa:HSA_21389469	uniplot:Q8N4Q1
hsa:HSA_21389469	uniplot:A0A024R2F8
hsa:HSA_21389473	uniplot:Q69YG0
hsa:HSA_21389605	uniplot:Q8N365
hsa:HSA_21389621	uniplot:B2RAC6
hsa:HSA_21389621	uniplot:Q8WU43
hsa:HSA_21396487	uniplot:Q7L592
hsa:HSA_21396504	uniplot:P29323
hsa:HSA_21396504	uniplot:Q4LE53
hsa:HSA_21396504	uniplot:Q6NVW1
hsa:HSA_214010240	uniplot:Q9H0V9
hsa:HSA_21450685	uniplot:Q96F25
hsa:HSA_21450775	uniplot:Q8NFQ8
hsa:HSA_21450775	uniplot:A0A024R957
hsa:HSA_21464139	uniplot:O14921
hsa:HSA_21464139	uniplot:A0A024R989
hsa:HSA_21536476	uniplot:Q9BQC3
hsa:HSA_21553315	uniplot:Q9H3S5
hsa:HSA_21618354	uniplot:O75159
hsa:HSA_21626468	uniplot:Q14966
hsa:HSA_21630277	uniplot:Q96F44
hsa:HSA_216548085	uniplot:Q05DE3
hsa:HSA_216548085	uniplot:Q86V48
hsa:HSA_216548145	uniplot:A8K773
hsa:HSA_216548145	uniplot:Q6P087
hsa:HSA_216548186	uniplot:Q92698
hsa:HSA_216548223	uniplot:Q7L0J3
hsa:HSA_216548478	uniplot:Q9BT88
hsa:HSA_216548487	uniplot:Q9UM07
hsa:HSA_216548560	uniplot:Q96FB5
hsa:HSA_216548627	uniplot:E9PB28
hsa:HSA_216548627	uniplot:Q9HCC6
hsa:HSA_21686999	uniplot:Q96E52
hsa:HSA_21687100	uniplot:Q8TAX0
hsa:HSA_21687139	uniplot:Q8NFL0
hsa:HSA_217035095	uniplot:Q9BVG3
hsa:HSA_217035105	uniplot:Q9NVH1
hsa:HSA_217035138	uniplot:Q96BR6
hsa:HSA_217035138	uniplot:A0A024R5S3
hsa:HSA_217035154	uniplot:Q6JBY9
hsa:HSA_217272867	uniplot:B3KXK1
hsa:HSA_217272867	uniplot:Q7LBE3
hsa:HSA_217272887	uniplot:Q8IWG1
hsa:HSA_217272887	uniplot:A0A140VJZ8
hsa:HSA_21729880	uniplot:Q9Y234
hsa:HSA_217330568	uniplot:Q8NDI1
hsa:HSA_217330594	uniplot:Q14679
hsa:HSA_217330594	uniplot:A0A024R424
